,lat,lon,fire_x,fire_y,I4,I5,D/N
376,47.55151,-102.527794,1050,6013,292.1553,286.32547,False
377,47.55151,-102.527794,1050,6013,292.1553,286.32547,False
378,46.849735,-100.861786,1081,6254,291.6685,286.57153,False
379,46.849735,-100.861786,1081,6254,291.6685,286.57153,False
380,46.849735,-100.861786,1081,6254,291.6685,286.57153,False
381,46.849735,-100.861786,1081,6254,291.6685,286.57153,False
382,46.849735,-100.861786,1081,6254,291.6685,286.57153,False
383,46.845207,-100.86526,1082,6254,291.20532,286.1884,False
384,46.845207,-100.86526,1082,6254,291.20532,286.1884,False
385,46.845207,-100.86526,1082,6254,291.20532,286.1884,False
386,46.845207,-100.86526,1082,6254,291.20532,286.1884,False
387,46.845207,-100.86526,1082,6254,291.20532,286.1884,False
388,47.637802,-103.24235,1098,5917,292.5627,287.45932,False
389,47.637802,-103.24235,1098,5917,292.5627,287.45932,False
390,47.637802,-103.24235,1098,5917,292.5627,287.45932,False
391,47.637802,-103.24235,1098,5917,292.5627,287.45932,False
392,47.637802,-103.24235,1098,5917,292.5627,287.45932,False
393,48.007355,-104.79647,1132,5657,290.02283,284.94147,False
394,48.007355,-104.79647,1132,5657,290.02283,284.94147,False
395,48.007355,-104.79647,1132,5657,290.02283,284.94147,False
396,48.007355,-104.79647,1132,5657,290.02283,284.94147,False
397,48.007355,-104.79647,1132,5657,290.02283,284.94147,False
398,50.68908,-120.408165,1369,3001,301.9776,288.41348,False
399,50.286842,-121.67696,1572,2812,300.0194,287.63776,False
400,50.286842,-121.67696,1572,2812,300.0194,287.63776,False
401,50.286842,-121.67696,1572,2812,300.0194,287.63776,False
402,50.286583,-121.70029,1573,2808,303.32187,283.0572,False
403,50.286583,-121.70029,1573,2808,303.32187,283.0572,False
404,50.286583,-121.70029,1573,2808,303.32187,283.0572,False
405,50.286583,-121.70029,1573,2808,303.32187,283.0572,False
406,50.286583,-121.70029,1573,2808,303.32187,283.0572,False
407,50.285812,-121.694725,1573,2809,305.91333,286.0723,False
408,50.285812,-121.694725,1573,2809,305.91333,286.0723,False
409,50.285812,-121.694725,1573,2809,305.91333,286.0723,False
410,50.285812,-121.694725,1573,2809,305.91333,286.0723,False
411,50.285812,-121.694725,1573,2809,305.91333,286.0723,False
412,50.28172,-121.6903,1574,2810,304.0571,286.85504,False
413,50.28172,-121.6903,1574,2810,304.0571,286.85504,False
414,50.28172,-121.6903,1574,2810,304.0571,286.85504,False
415,50.28172,-121.6903,1574,2810,304.0571,286.85504,False
416,50.28172,-121.6903,1574,2810,304.0571,286.85504,False
417,50.28095,-121.68475,1574,2811,308.82028,287.18146,False
418,50.28095,-121.68475,1574,2811,308.82028,287.18146,False
419,50.28095,-121.68475,1574,2811,308.82028,287.18146,False
420,50.28095,-121.68475,1574,2811,308.82028,287.18146,False
421,50.28095,-121.68475,1574,2811,308.82028,287.18146,False
422,50.27839,-121.69142,1575,2810,306.79657,287.0481,False
423,50.27839,-121.69142,1575,2810,306.79657,287.0481,False
424,50.27839,-121.69142,1575,2810,306.79657,287.0481,False
425,50.27839,-121.69142,1575,2810,306.79657,287.0481,False
426,50.27839,-121.69142,1575,2810,306.79657,287.0481,False
427,50.27762,-121.68586,1575,2811,307.90308,287.85187,False
428,50.27762,-121.68586,1575,2811,307.90308,287.85187,False
429,50.27762,-121.68586,1575,2811,307.90308,287.85187,False
430,50.27762,-121.68586,1575,2811,307.90308,287.85187,False
431,50.27762,-121.68586,1575,2811,307.90308,287.85187,False
432,50.276855,-121.68031,1575,2812,307.08047,287.53247,False
433,50.276855,-121.68031,1575,2812,307.08047,287.53247,False
434,50.276855,-121.68031,1575,2812,307.08047,287.53247,False
435,50.276855,-121.68031,1575,2812,307.08047,287.53247,False
436,50.276855,-121.68031,1575,2812,307.08047,287.53247,False
437,50.27506,-121.69253,1576,2810,309.06778,288.1678,False
438,50.27506,-121.69253,1576,2810,309.06778,288.1678,False
439,50.27506,-121.69253,1576,2810,309.06778,288.1678,False
440,50.27506,-121.69253,1576,2810,309.06778,288.1678,False
441,50.27506,-121.69253,1576,2810,309.06778,288.1678,False
442,50.274292,-121.68698,1576,2811,310.03595,289.87012,False
443,50.274292,-121.68698,1576,2811,310.03595,289.87012,False
444,50.274292,-121.68698,1576,2811,310.03595,289.87012,False
445,50.274292,-121.68698,1576,2811,310.03595,289.87012,False
446,50.274292,-121.68698,1576,2811,310.03595,289.87012,False
447,50.273525,-121.681435,1576,2812,306.1463,289.3647,False
448,50.273525,-121.681435,1576,2812,306.1463,289.3647,False
449,50.273525,-121.681435,1576,2812,306.1463,289.3647,False
450,50.273525,-121.681435,1576,2812,306.1463,289.3647,False
451,50.273525,-121.681435,1576,2812,306.1463,289.3647,False
452,50.27173,-121.69364,1577,2810,318.11853,289.05933,False
453,50.27173,-121.69364,1577,2810,318.11853,289.05933,False
454,50.27173,-121.69364,1577,2810,318.11853,289.05933,False
455,50.27173,-121.69364,1577,2810,318.11853,289.05933,False
456,50.27173,-121.69364,1577,2810,318.11853,289.05933,False
